Distribution Type,Histogram
Use,ACTIVITY
Component,YardPiping Pneumatic Low Bleed
ActivityBasis,Station
WasSimulated,No
UnitsCounted,17
UnitsSimmed,0
Mean,0.88235
Source,GEF Study SI Table D12
%%%ENDOFMETADATA%%%,
ComponentCount,Probability
0,0.529411764705882
1,0.294117647058824
3,0.117647058823529
4,0.0588235294117647
