Distribution Type,Histogram
Use,ACTIVITY
Component,Separator Pneumatic High Bleed
ActivityBasis,Unit
WasSimulated,No
UnitsCounted,80
UnitsSimmed,0
Mean,0.0375
Source,GEF Study SI Table D12
%%%ENDOFMETADATA%%%,
ComponentCount,Probability
0,0.975
1,0.0125
2,0.0125
