Distribution Type,Histogram
Use,Flash fractions for sdv
Units,none
Source,Omara
%%%ENDOFMETADATA%%%,
Fraction,Probability
0.05,0.331
0.15,0.402
0.25,0.152
0.35,0.065
0.45,0.02
0.55,0.02
0.65,0.004
0.75,0.002
0.85,0.002
0.95,0.002
