Distribution Type,Histogram
Use,EMISSIONS
Units,scf_wholegas
Gas Type,whole_gas
Emission Unit,scf
Time Basis,s
%%%ENDOFMETADATA%%%,
EmissionRate,Probability
5.4308146924145634e-06,0.362463
1.629244407724369e-05,0.0305625
2.7154073462072815e-05,0.0129125
3.8015702846901936e-05,0.0137375
4.887733223173107e-05,0.0071375
5.9738961616560194e-05,0.00545
7.060059100138932e-05,0.0045375
8.146222038621843e-05,0.006175
9.232384977104757e-05,0.0038625
0.0001031854791558767,0.0056625
0.00011404710854070583,0.0040625
0.00012490873792553496,0.003475
0.00013577036731036407,0.0065125
0.0001466319966951932,0.00545
0.00015749362608002233,0.004925
0.00016835525546485145,0.0049
0.00017921688484968056,0.0052375
0.0001900785142345097,0.0057625
0.00020094014361933882,0.0031
0.00021180177300416796,0.0050625
0.00022266340238899707,0.0036875
0.0002335250317738262,0.0061875
0.0002443866611586553,0.0040625
0.0002552482905434844,0.0056875
0.0002661099199283136,0.0036375
0.0002769715493131427,0.0065375
0.0002878331786979718,0.002975
0.000298694808082801,0.00565
0.00030955643746763005,0.0049875
0.0003204180668524592,0.0034125
0.00033127969623728833,0.0057125
0.00034214132562211745,0.0035375
0.00035300295500694656,0.0037375
0.00036386458439177573,0.00635
0.0003747262137766048,0.003325
0.00038558784316143396,0.0020125
0.0003964494725462631,0.0049875
0.00040731110193109225,0.0031625
0.0004181727313159213,0.0029875
0.0004290343607007505,0.0038625
0.0004398959900855796,0.00415
0.0004507576194704087,0.003625
0.0004616192488552378,0.0031125
0.000472480878240067,0.0036
0.00048334250762489605,0.0040625
0.0004942041370097252,0.0029625
0.0005050657663945543,0.0030125
0.0005159273957793835,0.001775
0.0005267890251642127,0.0028
0.0005376506545490417,0.0038125
0.0005485122839338709,0.0031125
0.0005593739133187,0.0040125
0.000570235542703529,0.0040625
0.0005810971720883582,0.0031
0.0005919588014731874,0.002925
0.0006028204308580165,0.0019125
0.0006136820602428456,0.0031875
0.0006245436896276747,0.003025
0.0006354053190125038,0.0022625
0.000646266948397333,0.001425
0.000657128577782162,0.003125
0.0006679902071669912,0.0016375
0.0006788518365518204,0.0024375
0.0006897134659366495,0.00265
0.0007005750953214785,0.0024625
0.0007114367247063077,0.0022375
0.0007222983540911369,0.0022
0.000733159983475966,0.0023625
0.0007440216128607951,0.0029625
0.0007548832422456242,0.0024875
0.0007657448716304533,0.0015375
0.0007766065010152825,0.002025
0.0007874681304001115,0.0024875
0.0007983297597849407,0.001875
0.0008091913891697699,0.00135
0.000820053018554599,0.003025
0.000830914647939428,0.0013875
0.0008417762773242572,0.0019875
0.0008526379067090863,0.00205
0.0008634995360939156,0.0024375
0.0008743611654787447,0.001375
0.0008852227948635737,0.0031625
0.0008960844242484029,0.001225
0.000906946053633232,0.001175
0.0009178076830180611,0.0021
0.0009286693124028903,0.0013375
0.0009395309417877194,0.001775
0.0009503925711725485,0.0022625
0.0009612542005573777,0.001725
0.0009721158299422067,0.001425
0.000982977459327036,0.0014875
0.000993839088711865,0.002625
0.0010047007180966942,0.00155
0.0010155623474815232,0.0020375
0.0010264239768663524,0.0015875
0.0010372856062511814,0.0015
0.0010481472356360106,0.0013875
0.0010590088650208396,0.0019375
0.0010698704944056689,0.001275
0.001080732123790498,0.0021375
0.001091593753175327,0.0021375
0.0011024553825601563,0.0011125
0.0011133170119449855,0.001575
0.0011241786413298143,0.00125
0.0011350402707146435,0.001325
0.0011459019000994728,0.0022625
0.0011567635294843018,0.0012875
0.001167625158869131,0.0013
0.0011784867882539602,0.00185
0.0011893484176387892,0.00175
0.0012002100470236185,0.0014875
0.0012110716764084477,0.0012875
0.0012219333057932765,0.00145
0.0012327949351781057,0.0012875
0.001243656564562935,0.001775
0.001254518193947764,0.00125
0.0012653798233325931,0.00155
0.0012762414527174224,0.00145
0.0012871030821022514,0.0011625
0.0012979647114870806,0.0006625
0.0013088263408719096,0.0014625
0.0013196879702567386,0.001175
0.0013305495996415678,0.000925
0.001341411229026397,0.0017
0.001352272858411226,0.0011125
0.0013631344877960553,0.000875
0.0013739961171808845,0.0014375
0.0013848577465657135,0.0008875
0.0013957193759505425,0.0012
0.0014065810053353717,0.0015
0.0014174426347202008,0.000975
0.00142830426410503,0.0007875
0.0014391658934898592,0.0012125
0.0014500275228746882,0.0011125
0.0014608891522595174,0.001225
0.0014717507816443467,0.001075
0.0014826124110291754,0.0008125
0.0014934740404140047,0.0007625
0.001504335669798834,0.0011375
0.001515197299183663,0.0005625
0.0015260589285684921,0.0011125
0.0015369205579533213,0.0014875
0.0015477821873381506,0.0009875
0.0015586438167229796,0.0004375
0.0015695054461078088,0.000925
0.0015803670754926376,0.0011875
0.0015912287048774668,0.0007375
0.001602090334262296,0.0015
0.0016129519636471253,0.0009
0.0016238135930319543,0.00105
0.0016346752224167835,0.0008125
0.0016455368518016127,0.00085
0.0016563984811864417,0.0008625
0.0016672601105712707,0.0017875
