MajorEquipment,emitterModelFactorTag,factorTag,Emitter,activityDistribution,emissionDriver,notes,correctFactors,Unnamed: 8
Compressors,Comp_blowdown,VH_200_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_200_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_200_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_200_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_200_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_200_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_200_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_200_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_200_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_200_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_200_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_200_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_200_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_200_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_200_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_200_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_200_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_200_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_200_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_200_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_200_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_200_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_200_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_200_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_200_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_200_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_200_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_200_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_200_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_200_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_200_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_250_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_250_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_250_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_250_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_250_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_250_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_250_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_250_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_250_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_250_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_250_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_250_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_250_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_250_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_250_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_250_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_250_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_250_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_250_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_250_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_250_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_250_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_250_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_250_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_250_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_250_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_250_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_250_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_250_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_250_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_250_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_300_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_300_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_300_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_300_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_300_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_300_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_300_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_300_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_300_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_300_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_300_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_300_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_300_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_300_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_300_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_300_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_300_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_300_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_300_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_300_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_300_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_300_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_300_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_300_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_300_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_300_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_300_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_300_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_300_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_300_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_300_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VO_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_100_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VO_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VO_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VO_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VO_50_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VO_50_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VO_50_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VO_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VO_50_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VO_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VO_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VO_50_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VO_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VO_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VO_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VO_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VO_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VO_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VO_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_50_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VO_50_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VO_50_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VO_50_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VO_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VO_50_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VO_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VO_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VO_50_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VO_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VO_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VO_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VO_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_100_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VO_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_100_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VO_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9.1_VO_100_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
