"Parameter","Value"
"Number of Stages",3
"Stage 1 Pressure (psia)",314.65
"Stage 2 Pressure (psia)",264.65
"Stage 3 Pressure (psia)",19.65
"Process Temperature (F)",70
%%%ENDOFMETADATA%%%
"MajorEquipment","FluidFlow","Name","DriveFactor","DriveFactorUnits","GCUnits","Carbon Dioxide","Nitrogen","Hydrogen Sulfide","Methane","Ethane","Propane","Isobutane","Butane","Isopentane","Pentane","Hexane","Pseudocomponent 1","Pseudocomponent 2"
"Tank","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-Condensate.Stage3-Condensate.Tank-CondensateFlash",1,"bbl/bbl","kg/bbl",0.00409286013601955,4.75456347667816e-06,8.457076999761e-06,0.0169912572574881,0.0863245833878143,0.197003349981563,0.056385555893375,0.137955349975945,0.0408128550540439,0.0414458746011895,0.0202398890165624,0.000704629426874354,2.92218284075076e-12
"Stage3","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-Condensate.Stage3-CondensateFlash",1,"bbl/bbl","kg/bbl",0.193723144698864,0.00127963375021409,0.0003119131912318,1.60968628062997,3.30891375509609,5.89969153596525,1.58367249719895,3.82510838482957,1.11184506572521,1.12605220058815,0.547529711933925,0.0191849487333489,8.26525829844772e-11
"Stage2","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-CondensateFlash",1,"bbl/bbl","kg/bbl",0.0177427029220649,0.0011020282748141,1.4915932628409e-05,0.426570942156217,0.180897553418799,0.117377216515922,0.0184236728182766,0.037867734684336,0.00852421378510613,0.00825159947197235,0.00381033006172757,0.000191555973526637,4.70179605965825e-12
"Stage1","CondensateFlash","Well-Condensate.Stage1-CondensateFlash",1,"bbl/bbl","kg/bbl",3.57521415061397,0.370204248747427,0.00290499470626544,98.5647286991348,35.5760812589053,22.7089064723423,3.58527273719112,7.3799885047634,1.68056985075249,1.63179429893453,0.766079135458232,0.041561385316615,1.39380400227653e-09
"Tank","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-Condensate.Stage3-Condensate.Tank-CondensateFlash",11.0525349386921,"scf/bbl","kg/scf",0.00037030963111381,4.3017855207439e-07,7.65170799881841e-07,0.00153731766981401,0.0078103877406091,0.0178242684664045,0.00510159490163508,0.0124817836578827,0.0036926239347291,0.00374989763263251,0.00183124406562225,6.37527436721896e-05,2.64390283040043e-13
"Stage3","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-Condensate.Stage3-CondensateFlash",400.859126922793,"scf/bbl","kg/scf",0.000483269886321375,3.19222805287543e-06,7.78111736225668e-07,0.00401559094584368,0.0082545551114105,0.0147176180850725,0.00395069587003309,0.00954227589675487,0.00277365535932864,0.0028090970741575,0.00136589059637248,4.78595782030031e-05,2.06188602013286e-13
"Stage2","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-CondensateFlash",30.917664447251,"scf/bbl","kg/scf",0.000573869444515641,3.56439690551104e-05,4.82440471978638e-07,0.0137969975993495,0.00585094497443137,0.00379644512657743,0.000595894714159584,0.00122479286069433,0.000275706911809247,0.000266889482743773,0.000123241199807586,6.19568059073326e-06,1.52074748973359e-13
"Stage1","CondensateFlash","Well-Condensate.Stage1-CondensateFlash",6844.52596757864,"scf/bbl","kg/scf",0.000522346495221021,5.40876388665953e-05,4.24425989473326e-07,0.0144005193589767,0.00519774217052038,0.00331782019381774,0.000523816076405283,0.00107823223108819,0.000245534878341183,0.000238408665065202,0.000111925813283056,6.0722079970891e-06,2.03637769639379e-13
"Tank","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-Condensate.Stage3-Condensate.Tank-CondensateFlash",13.2110950122186,"mol/bbl","mol/mol",0.0929984125430483,0.000169805838452791,0.000248153667833363,1.05930531530474,2.87078760850729,4.46719614470663,0.970157534297573,2.37362955911811,0.565666736715786,0.574440396412883,0.234855987660273,0.0046897151474774,7.05084846496812e-12
"Stage3","CondensateFlash","Well-Condensate.Stage1-Condensate.Stage2-Condensate.Stage3-CondensateFlash",479.146914410815,"mol/bbl","mol/mol",4.40179833444362,0.045701205364789,0.00915238237182511,100.354506273689,110.04036431979,133.779853423248,27.2483223881443,65.813977715581,15.4101880211394,15.6070991072508,6.35332689642522,0.127686896469067,1.99429970546274e-10
